Symbol Name	USR	Module Name
rangeOfComposedCharacterSequence(at:)	s:10Foundation8NSStringC32rangeOfComposedCharacterSequence2atAA8_NSRangeVSi_tF	Foundation
rangeOfComposedCharacterSequence(at:)	s:Sy10FoundationE32rangeOfComposedCharacterSequence2atSnySS5IndexVGAE_tF	Foundation
rangeOfComposedCharacterSequences(for:)	s:10Foundation8NSStringC33rangeOfComposedCharacterSequences3forAA8_NSRangeVAG_tF	Foundation
rangeOfComposedCharacterSequences(for:)	s:Sy10FoundationE33rangeOfComposedCharacterSequences3forSnySS5IndexVGqd___tSXRd__AE5BoundRtd__lF	Foundation
rangeOfFirstMatch(in:options:range:)	s:10Foundation19NSRegularExpressionC17rangeOfFirstMatch2in7options0D0AA8_NSRangeVSS_AC15MatchingOptionsVAItF	Foundation
rangeOfFragment	s:10Foundation13URLComponentsV15rangeOfFragmentSnySS5IndexVGSgvp	Foundation
rangeOfFragment	s:10Foundation15NSURLComponentsC15rangeOfFragmentAA8_NSRangeVvp	Foundation
rangeOfHost	s:10Foundation13URLComponentsV11rangeOfHostSnySS5IndexVGSgvp	Foundation
rangeOfHost	s:10Foundation15NSURLComponentsC11rangeOfHostAA8_NSRangeVvp	Foundation
rangeOfPassword	s:10Foundation13URLComponentsV15rangeOfPasswordSnySS5IndexVGSgvp	Foundation
rangeOfPassword	s:10Foundation15NSURLComponentsC15rangeOfPasswordAA8_NSRangeVvp	Foundation
rangeOfPath	s:10Foundation13URLComponentsV11rangeOfPathSnySS5IndexVGSgvp	Foundation
rangeOfPath	s:10Foundation15NSURLComponentsC11rangeOfPathAA8_NSRangeVvp	Foundation
rangeOfPort	s:10Foundation13URLComponentsV11rangeOfPortSnySS5IndexVGSgvp	Foundation
rangeOfPort	s:10Foundation15NSURLComponentsC11rangeOfPortAA8_NSRangeVvp	Foundation
rangeOfQuery	s:10Foundation13URLComponentsV12rangeOfQuerySnySS5IndexVGSgvp	Foundation
rangeOfQuery	s:10Foundation15NSURLComponentsC12rangeOfQueryAA8_NSRangeVvp	Foundation
rangeOfScheme	s:10Foundation13URLComponentsV13rangeOfSchemeSnySS5IndexVGSgvp	Foundation
rangeOfScheme	s:10Foundation15NSURLComponentsC13rangeOfSchemeAA8_NSRangeVvp	Foundation
rangeOfUser	s:10Foundation13URLComponentsV11rangeOfUserSnySS5IndexVGSgvp	Foundation
rangeOfUser	s:10Foundation15NSURLComponentsC11rangeOfUserAA8_NSRangeVvp	Foundation
rangeValue	s:10Foundation7NSValueC10rangeValueAA8_NSRangeVvp	Foundation
rangeView	s:10Foundation8IndexSetV9rangeViewAC05RangeE0Vvp	Foundation
rangeView(of:)	s:10Foundation8IndexSetV9rangeView2ofAC05RangeE0VSnySiG_tF	Foundation
rangeView(of:)	s:10Foundation8IndexSetV9rangeView2ofAC05RangeE0Vx_tSXRzSi5BoundRtzlF	Foundation
rawValue	s:10Foundation10CocoaErrorV4CodeV8rawValueSivp	Foundation
rawValue	s:10Foundation10NSCalendarC10IdentifierV8rawValueSSvp	Foundation
rawValue	s:10Foundation10NSCalendarC4UnitV8rawValueSuvp	Foundation
rawValue	s:10Foundation10NSCalendarC7OptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation11FileManagerC20SearchPathDomainMaskV8rawValueSuvp	Foundation
rawValue	s:10Foundation11FileManagerC22ItemReplacementOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation11FileManagerC24VolumeEnumerationOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation11FileManagerC27DirectoryEnumerationOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation11JSONEncoderC16OutputFormattingV8rawValueSuvp	Foundation
rawValue	s:10Foundation12ProgressKindV8rawValueSSvp	Foundation
rawValue	s:10Foundation13NSSortOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation14NSNotificationC4NameV8rawValueSSvp	Foundation
rawValue	s:10Foundation14URLResourceKeyV8rawValueSSvp	Foundation
rawValue	s:10Foundation15NSExceptionNameV8rawValueSSvp	Foundation
rawValue	s:10Foundation15StringTransformV8rawValueSSvp	Foundation
rawValue	s:10Foundation16AlignmentOptionsV8rawValues6UInt64Vvp	Foundation
rawValue	s:10Foundation16FileAttributeKeyV8rawValueSSvp	Foundation
rawValue	s:10Foundation17FileAttributeTypeV8rawValueSSvp	Foundation
rawValue	s:10Foundation17JSONSerializationC14ReadingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation17JSONSerializationC14WritingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation17NSTextCheckingKeyV8rawValueSSvp	Foundation
rawValue	s:10Foundation17NotificationQueueC0B10CoalescingV8rawValueSuvp	Foundation
rawValue	s:10Foundation18ByteCountFormatterC5UnitsV8rawValueSuvp	Foundation
rawValue	s:10Foundation18NSAttributedStringC18EnumerationOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation18NSAttributedStringC3KeyV8rawValueSSvp	Foundation
rawValue	s:10Foundation19NSRegularExpressionC13MatchingFlagsV8rawValueSuvp	Foundation
rawValue	s:10Foundation19NSRegularExpressionC15MatchingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation19NSRegularExpressionC7OptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation19ProgressUserInfoKeyV8rawValueSSvp	Foundation
rawValue	s:10Foundation19URLFileResourceTypeV8rawValueSSvp	Foundation
rawValue	s:10Foundation20ISO8601DateFormatterC7OptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation20NSEnumerationOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation20NSTextCheckingResultC0C4TypeV8rawValues6UInt64Vvp	Foundation
rawValue	s:10Foundation21NSComparisonPredicateC7OptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation23StreamSOCKSProxyVersionV8rawValueSSvp	Foundation
rawValue	s:10Foundation24NSBinarySearchingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation25PropertyListSerializationC17MutabilityOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation25StreamSocketSecurityLevelV8rawValueSSvp	Foundation
rawValue	s:10Foundation29PersonNameComponentsFormatterC7OptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation29StreamNetworkServiceTypeValueV03rawF0SSvp	Foundation
rawValue	s:10Foundation29StreamSOCKSProxyConfigurationV8rawValueSSvp	Foundation
rawValue	s:10Foundation6NSDataC13SearchOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation6NSDataC14ReadingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation6NSDataC14WritingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation6NSDataC21Base64DecodingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation6NSDataC21Base64EncodingOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation6StreamC11PropertyKeyV8rawValueSSvp	Foundation
rawValue	s:10Foundation6StreamC5EventV8rawValueSuvp	Foundation
rawValue	s:10Foundation7RunLoopC11_ActivitiesV8rawValueSuvp	Foundation
rawValue	s:10Foundation7RunLoopC4ModeV8rawValueSSvp	Foundation
rawValue	s:10Foundation8NSLocaleC3KeyV8rawValueSSvp	Foundation
rawValue	s:10Foundation8NSStringC14CompareOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation8NSStringC18EnumerationOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation8NSStringC25EncodingConversionOptionsV8rawValueSuvp	Foundation
rawValue	s:10Foundation8ProgressC17FileOperationKindV8rawValueSSvp	Foundation
rawValue	s:SS10FoundationE8EncodingV8rawValueSuvp	Foundation
read(_:maxLength:)	s:10Foundation11InputStreamC4read_9maxLengthSiSpys5UInt8VG_SitF	Foundation
read(upToCount:)	s:10Foundation10FileHandleC4read9upToCountAA4DataVSgSi_tKF	Foundation
readCompletionNotification	s:10Foundation10FileHandleC26readCompletionNotificationAA14NSNotificationC4NameVvpZ	Foundation
readData(ofLength:)	s:10Foundation10FileHandleC8readData8ofLengthAA0E0VSi_tF	Foundation
readDataToEndOfFile()	s:10Foundation10FileHandleC015readDataToEndOfB0AA0E0VyF	Foundation
readInBackgroundAndNotify()	s:10Foundation10FileHandleC25readInBackgroundAndNotifyyyF	Foundation
readInBackgroundAndNotify(forModes:)	s:10Foundation10FileHandleC25readInBackgroundAndNotify8forModesySayAA7RunLoopC4ModeVGSg_tF	Foundation
readToEnd()	s:10Foundation10FileHandleC9readToEndAA4DataVSgyKF	Foundation
readToEndOfFileInBackgroundAndNotify()	s:10Foundation10FileHandleC011readToEndOfB21InBackgroundAndNotifyyyF	Foundation
readToEndOfFileInBackgroundAndNotify(forModes:)	s:10Foundation10FileHandleC011readToEndOfB21InBackgroundAndNotify8forModesySayAA7RunLoopC4ModeVGSg_tF	Foundation
readabilityHandler	s:10Foundation10FileHandleC18readabilityHandleryACcSgvp	Foundation
reading	s:10Foundation6StreamC6StatusO7readingyA2EmF	Foundation
receivePort	s:10Foundation11PortMessageC07receiveB0AA0B0CSgvp	Foundation
receiving	s:10Foundation8ProgressC17FileOperationKindV9receivingAEvpZ	Foundation
recoveryAttempter	s:10Foundation7NSErrorC17recoveryAttempterypSgvp	Foundation
recoveryOptions	s:10Foundation16RecoverableErrorP15recoveryOptionsSaySSGvp	Foundation
recoverySuggestion	s:10Foundation14LocalizedErrorP18recoverySuggestionSSSgvp	Foundation
recoverySuggestion	s:10Foundation14LocalizedErrorPAAE18recoverySuggestionSSSgvp	Foundation
rectValue	s:10Foundation7NSValueC9rectValueAA6CGRectVvp	Foundation
redirectToNonExistentLocation	s:10Foundation8URLErrorV29redirectToNonExistentLocationAC4CodeOvpZ	Foundation
redirectToNonExistentLocation	s:10Foundation8URLErrorV4CodeO29redirectToNonExistentLocationyA2EmF	Foundation
referenceCount	s:10Foundation16FileAttributeKeyV14referenceCountACvpZ	Foundation
regionCode	s:10Foundation6LocaleV10regionCodeSSSgvp	Foundation
regions	s:10Foundation12DataProtocolP7regions7RegionsQzvp	Foundation
regions	s:10Foundation4DataV7regionss15CollectionOfOneVyACGvp	Foundation
regions	s:10Foundation6NSDataC7regionsSayAA4DataVGvp	Foundation
regions	s:8Dispatch0A4DataV10FoundationE6RegionV7regionss15CollectionOfOneVyAFGvp	Foundation
regions	s:8Dispatch0A4DataV10FoundationE7regionsSayAcDE6RegionVGvp	Foundation
regions	s:SR10Foundations5UInt8VRszlE7regionss15CollectionOfOneVySRyACGGvp	Foundation
regions	s:SW10FoundationE7regionss15CollectionOfOneVySWGvp	Foundation
regions	s:Sa10Foundations5UInt8VRszlE7regionss15CollectionOfOneVySayACGGvp	Foundation
regions	s:s10ArraySliceV10Foundations5UInt8VRszlE7regionss15CollectionOfOneVyAByAEGGvp	Foundation
regions	s:s15ContiguousArrayV10Foundations5UInt8VRszlE7regionss15CollectionOfOneVyAByAEGGvp	Foundation
regions	s:s15EmptyCollectionV10Foundations5UInt8VRszlE7regionsAByAC4DataVGvp	Foundation
regions	s:s5SliceV10FoundationAC12DataProtocolRzrlE7regionsSay7Regions_7Element11SubSequenceSlQZGvp	Foundation
regions	s:s8RepeatedV10Foundations5UInt8VRszlE7regionsAByAC4DataVGvp	Foundation
register(defaults:)	s:10Foundation12UserDefaultsC8register8defaultsySDySSypG_tF	Foundation
registrationDomain	s:10Foundation12UserDefaultsC18registrationDomainSSvpZ	Foundation
regular	s:10Foundation19URLFileResourceTypeV7regularACvpZ	Foundation
regularExpression	s:10Foundation20NSTextCheckingResultC0C4TypeV17regularExpressionAEvpZ	Foundation
regularExpression	s:10Foundation20NSTextCheckingResultC17regularExpressionAA09NSRegularF0CSgvp	Foundation
regularExpression	s:10Foundation8NSStringC14CompareOptionsV17regularExpressionAEvpZ	Foundation
regularExpressionCheckingResult(ranges:count:regularExpression:)	s:10Foundation20NSTextCheckingResultC017regularExpressioncD06ranges5count0eF0ACSpyAA8_NSRangeVG_SiAA09NSRegularF0CtFZ	Foundation
relativePath	s:10Foundation3URLV12relativePathSSvp	Foundation
relativePath	s:10Foundation5NSURLC12relativePathSSSgvp	Foundation
relativeString	s:10Foundation3URLV14relativeStringSSvp	Foundation
relativeString	s:10Foundation5NSURLC14relativeStringSSvp	Foundation
remove(_:)	s:10Foundation12CharacterSetV6removeys7UnicodeO6ScalarVSgAHF	Foundation
remove(_:)	s:10Foundation12NSCountedSetC6removeyyypF	Foundation
remove(_:)	s:10Foundation12NSMutableSetC6removeyyypF	Foundation
remove(_:)	s:10Foundation14NSMutableArrayC6removeyyypF	Foundation
remove(_:)	s:10Foundation17NSMutableIndexSetC6removeyyAA0cD0VF	Foundation
remove(_:)	s:10Foundation17NSMutableIndexSetC6removeyySiF	Foundation
remove(_:)	s:10Foundation19NSMutableOrderedSetC6removeyyypF	Foundation
remove(_:)	s:10Foundation8IndexSetV6removeySiSgSiF	Foundation
remove(_:forMode:)	s:10Foundation7RunLoopC6remove_7forModeyAA4PortC_AC0F0VtF	Foundation
remove(_:in:)	s:10Foundation14NSMutableArrayC6remove_2inyyp_AA8_NSRangeVtF	Foundation
remove(charactersIn:)	s:10Foundation12CharacterSetV6remove12charactersInySNys7UnicodeO6ScalarVG_tF	Foundation
remove(charactersIn:)	s:10Foundation12CharacterSetV6remove12charactersInySS_tF	Foundation
remove(charactersIn:)	s:10Foundation12CharacterSetV6remove12charactersInySnys7UnicodeO6ScalarVG_tF	Foundation
remove(from:forMode:)	s:10Foundation10SocketPortC6remove4from7forModeyAA7RunLoopC_AH0G0VtF	Foundation
remove(from:forMode:)	s:10Foundation11InputStreamC6remove4from7forModeyAA7RunLoopC_AH0G0VtF	Foundation
remove(from:forMode:)	s:10Foundation12OutputStreamC6remove4from7forModeyAA7RunLoopC_AH0G0VtF	Foundation
remove(from:forMode:)	s:10Foundation4PortC6remove4from7forModeyAA7RunLoopC_AH0F0VtF	Foundation
remove(from:forMode:)	s:10Foundation6StreamC6remove4from7forModeyAA7RunLoopC_AH0F0VtF	Foundation
remove(in:)	s:10Foundation17NSMutableIndexSetC6remove2inyAA8_NSRangeV_tF	Foundation
remove(integersIn:)	s:10Foundation8IndexSetV6remove10integersInySNySiG_tF	Foundation
remove(integersIn:)	s:10Foundation8IndexSetV6remove10integersInySnySiG_tF	Foundation
removeAll()	s:10Foundation8IndexSetV9removeAllyyF	Foundation
removeAllCachedResourceValues()	s:10Foundation3URLV29removeAllCachedResourceValuesyyF	Foundation
removeAllCachedResourceValues()	s:10Foundation5NSURLC29removeAllCachedResourceValuesyyF	Foundation
removeAllIndexes()	s:10Foundation17NSMutableIndexSetC16removeAllIndexesyyF	Foundation
removeAllObjects()	s:10Foundation12NSCountedSetC16removeAllObjectsyyF	Foundation
removeAllObjects()	s:10Foundation12NSMutableSetC16removeAllObjectsyyF	Foundation
removeAllObjects()	s:10Foundation14NSMutableArrayC16removeAllObjectsyyF	Foundation
removeAllObjects()	s:10Foundation19NSMutableDictionaryC16removeAllObjectsyyF	Foundation
removeAllObjects()	s:10Foundation19NSMutableOrderedSetC16removeAllObjectsyyF	Foundation
removeAllObjects()	s:10Foundation7NSCacheC16removeAllObjectsyyF	Foundation
removeAttribute(_:range:)	s:10Foundation25NSMutableAttributedStringC15removeAttribute_5rangeyAA012NSAttributedD0C3KeyV_AA8_NSRangeVtF	Foundation
removeCachedResourceValue(forKey:)	s:10Foundation3URLV25removeCachedResourceValue6forKeyyAA011URLResourceH0V_tF	Foundation
removeCachedResourceValue(forKey:)	s:10Foundation5NSURLC25removeCachedResourceValue6forKeyyAA011URLResourceH0V_tF	Foundation
removeCharacters(in:)	s:10Foundation21NSMutableCharacterSetC16removeCharacters2inyAA8_NSRangeV_tF	Foundation
removeCharacters(in:)	s:10Foundation21NSMutableCharacterSetC16removeCharacters2inySS_tF	Foundation
removeDependency(_:)	s:10Foundation9OperationC16removeDependencyyyACF	Foundation
removeItem(at:)	s:10Foundation11FileManagerC10removeItem2atyAA3URLV_tKF	Foundation
removeItem(atPath:)	s:10Foundation11FileManagerC10removeItem6atPathySS_tKF	Foundation
removeLastObject()	s:10Foundation14NSMutableArrayC16removeLastObjectyyF	Foundation
removeObject(at:)	s:10Foundation14NSMutableArrayC12removeObject2atySi_tF	Foundation
removeObject(at:)	s:10Foundation19NSMutableOrderedSetC12removeObject2atySi_tF	Foundation
removeObject(forKey:)	s:10Foundation12UserDefaultsC12removeObject6forKeyySS_tF	Foundation
removeObject(forKey:)	s:10Foundation19NSMutableDictionaryC12removeObject6forKeyyyp_tF	Foundation
removeObject(forKey:)	s:10Foundation7NSCacheC12removeObject6forKeyyx_tF	Foundation
removeObject(identicalTo:)	s:10Foundation14NSMutableArrayC12removeObject11identicalToyyp_tF	Foundation
removeObject(identicalTo:in:)	s:10Foundation14NSMutableArrayC12removeObject11identicalTo2inyyp_AA8_NSRangeVtF	Foundation
removeObjects(at:)	s:10Foundation14NSMutableArrayC13removeObjects2atyAA8IndexSetV_tF	Foundation
removeObjects(at:)	s:10Foundation19NSMutableOrderedSetC13removeObjects2atyAA05IndexD0V_tF	Foundation
removeObjects(forKeys:)	s:10Foundation19NSMutableDictionaryC13removeObjects7forKeysySayypG_tF	Foundation
removeObjects(in:)	s:10Foundation14NSMutableArrayC13removeObjects2inyAA8_NSRangeV_tF	Foundation
removeObjects(in:)	s:10Foundation14NSMutableArrayC13removeObjects2inySayypG_tF	Foundation
removeObjects(in:)	s:10Foundation19NSMutableOrderedSetC13removeObjects2inyAA8_NSRangeV_tF	Foundation
removeObjects(in:)	s:10Foundation19NSMutableOrderedSetC13removeObjects2inySayypG_tF	Foundation
removeObserver(_:)	s:10Foundation18NotificationCenterC14removeObserveryyypF	Foundation
removeObserver(_:name:object:)	s:10Foundation18NotificationCenterC14removeObserver_4name6objectyyp_AA14NSNotificationC4NameVSgypSgtF	Foundation
removePersistentDomain(forName:)	s:10Foundation12UserDefaultsC22removePersistentDomain7forNameySS_tF	Foundation
removeSuite(named:)	s:10Foundation12UserDefaultsC11removeSuite5namedySS_tF	Foundation
removeVolatileDomain(forName:)	s:10Foundation12UserDefaultsC20removeVolatileDomain7forNameySS_tF	Foundation
removingLastIndex()	s:10Foundation11NSIndexPathC17removingLastIndexAA0fC0VyF	Foundation
removingPercentEncoding	s:10Foundation8NSStringC23removingPercentEncodingSSSgvp	Foundation
removingPercentEncoding	s:Sy10FoundationE23removingPercentEncodingSSSgvp	Foundation
remquo(_:_:)	s:10Foundation6remquoyAA7CGFloatV_SitAD_ADtF	Foundation
replaceBytes(in:withBytes:)	s:10Foundation13NSMutableDataC12replaceBytes2in04withE0yAA8_NSRangeV_SVtF	Foundation
replaceBytes(in:withBytes:length:)	s:10Foundation13NSMutableDataC12replaceBytes2in04withE06lengthyAA8_NSRangeV_SVSgSitF	Foundation
replaceCharacters(in:with:)	s:10Foundation15NSMutableStringC17replaceCharacters2in4withyAA8_NSRangeV_SStF	Foundation
replaceCharacters(in:with:)	s:10Foundation25NSMutableAttributedStringC17replaceCharacters2in4withyAA8_NSRangeV_AA012NSAttributedD0CtF	Foundation
replaceCharacters(in:with:)	s:10Foundation25NSMutableAttributedStringC17replaceCharacters2in4withyAA8_NSRangeV_SStF	Foundation
replaceItem(at:withItemAt:backupItemName:options:)	s:10Foundation11FileManagerC11replaceItem2at04withE2At06backupE4Name7optionsAA3URLVSgAJ_AJSSSgAC0E18ReplacementOptionsVtKF	Foundation
replaceItemAt(_:withItemAt:backupItemName:options:)	s:10Foundation11FileManagerC13replaceItemAt_04witheF006backupE4Name7optionsAA3URLVSgAI_AISSSgAC0E18ReplacementOptionsVtKF	Foundation
replaceMatches(in:options:range:withTemplate:)	s:10Foundation19NSRegularExpressionC14replaceMatches2in7options5range12withTemplateSiAA15NSMutableStringC_AC15MatchingOptionsVAA8_NSRangeVSStF	Foundation
replaceObject(at:with:)	s:10Foundation14NSMutableArrayC13replaceObject2at4withySi_yptF	Foundation
replaceObject(at:with:)	s:10Foundation19NSMutableOrderedSetC13replaceObject2at4withySi_yptF	Foundation
replaceObjects(at:with:)	s:10Foundation14NSMutableArrayC14replaceObjects2at4withyAA8IndexSetV_SayypGtF	Foundation
replaceObjects(at:with:)	s:10Foundation19NSMutableOrderedSetC14replaceObjects2at4withyAA05IndexD0V_SayypGtF	Foundation
replaceObjects(in:with:count:)	s:10Foundation19NSMutableOrderedSetC14replaceObjects2in4with5countyAA8_NSRangeV_SPyyXlGSgSitF	Foundation
replaceObjects(in:withObjectsFrom:)	s:10Foundation14NSMutableArrayC14replaceObjects2in04withE4FromyAA8_NSRangeV_SayypGtF	Foundation
replaceObjects(in:withObjectsFrom:range:)	s:10Foundation14NSMutableArrayC14replaceObjects2in04withE4From5rangeyAA8_NSRangeV_SayypGAItF	Foundation
replaceOccurrences(of:with:options:range:)	s:10Foundation15NSMutableStringC18replaceOccurrences2of4with7options5rangeSiSS_SSAA8NSStringC14CompareOptionsVAA8_NSRangeVtF	Foundation
replaceSubrange(_:with:)	s:10Foundation4DataV15replaceSubrange_4withySnySiG_ACtF	Foundation
replaceSubrange(_:with:)	s:10Foundation4DataV15replaceSubrange_4withySnySiG_SRyxGtlF	Foundation
replaceSubrange(_:with:)	s:10Foundation4DataV15replaceSubrange_4withySnySiG_xtSlRzs5UInt8V7ElementRtzlF	Foundation
replaceSubrange(_:with:count:)	s:10Foundation4DataV15replaceSubrange_4with5countySnySiG_SVSitF	Foundation
replacement	s:10Foundation20NSTextCheckingResultC0C4TypeV11replacementAEvpZ	Foundation
replacementObject(for:)	s:10Foundation8NSObjectC17replacementObject3forypSgAA15NSKeyedArchiverC_tF	Foundation
replacementObject(for:)	s:10Foundation8NSObjectC17replacementObject3forypSgAA7NSCoderC_tF	Foundation
replacementString(for:in:offset:template:)	s:10Foundation19NSRegularExpressionC17replacementString3for2in6offset8templateSSAA20NSTextCheckingResultC_SSSiSStF	Foundation
replacingCharacters(in:with:)	s:10Foundation8NSStringC19replacingCharacters2in4withSSAA8_NSRangeV_SStF	Foundation
replacingCharacters(in:with:)	s:Sy10FoundationE19replacingCharacters2in4withSSqd_0__qd__tSyRd__SXRd_0_SS5IndexV5BoundRtd_0_r0_lF	Foundation
replacingOccurrences(of:with:)	s:10Foundation8NSStringC20replacingOccurrences2of4withS2S_SStF	Foundation
replacingOccurrences(of:with:options:range:)	s:10Foundation8NSStringC20replacingOccurrences2of4with7options5rangeS2S_SSAC14CompareOptionsVAA8_NSRangeVtF	Foundation
replacingOccurrences(of:with:options:range:)	s:Sy10FoundationE20replacingOccurrences2of4with7options5rangeSSqd___qd_0_AA8NSStringC14CompareOptionsVSnySS5IndexVGSgtSyRd__SyRd_0_r0_lF	Foundation
reportCompletion	s:10Foundation19NSRegularExpressionC15MatchingOptionsV16reportCompletionAEvpZ	Foundation
reportProgress	s:10Foundation19NSRegularExpressionC15MatchingOptionsV14reportProgressAEvpZ	Foundation
republicOfChina	s:10Foundation10NSCalendarC10IdentifierV15republicOfChinaAEvpZ	Foundation
republicOfChina	s:10Foundation8CalendarV10IdentifierO15republicOfChinayA2EmF	Foundation
requestBodyStreamExhausted	s:10Foundation8URLErrorV26requestBodyStreamExhaustedAC4CodeOvpZ	Foundation
requestBodyStreamExhausted	s:10Foundation8URLErrorV4CodeO26requestBodyStreamExhaustedyA2EmF	Foundation
requiredEnd	s:10Foundation19NSRegularExpressionC13MatchingFlagsV11requiredEndAEvpZ	Foundation
requiresSecureCoding	s:10Foundation15NSKeyedArchiverC20requiresSecureCodingSbvp	Foundation
requiresSecureCoding	s:10Foundation17NSKeyedUnarchiverC20requiresSecureCodingSbvp	Foundation
requiresSecureCoding	s:10Foundation7NSCoderC20requiresSecureCodingSbvp	Foundation
reserveCapacity(_:)	s:10Foundation4DataV15reserveCapacityyySiF	Foundation
reservedSpaceLength	s:10Foundation4PortC19reservedSpaceLengthSivp	Foundation
resetBytes(in:)	s:10Foundation13NSMutableDataC10resetBytes2inyAA8_NSRangeV_tF	Foundation
resetBytes(in:)	s:10Foundation19MutableDataProtocolP10resetBytes2inyqd___tSXRd__5BoundQyd__5IndexRtzlF	Foundation
resetBytes(in:)	s:10Foundation19MutableDataProtocolPAAE10resetBytes2inyqd___tSXRd__5BoundQyd__5IndexRtzlF	Foundation
resetBytes(in:)	s:10Foundation4DataV10resetBytes2inySnySiG_tF	Foundation
resetStandardUserDefaults()	s:10Foundation12UserDefaultsC013resetStandardbC0yyFZ	Foundation
resetSystemTimeZone()	s:10Foundation10NSTimeZoneC015resetSystemTimeC0yyFZ	Foundation
resignCurrent()	s:10Foundation8ProgressC13resignCurrentyyF	Foundation
resolveSymlinksInPath()	s:10Foundation3URLV21resolveSymlinksInPathyyF	Foundation
resolvingSymlinksInPath	s:10Foundation5NSURLC23resolvingSymlinksInPathAA3URLVSgvp	Foundation
resolvingSymlinksInPath	s:10Foundation8NSStringC23resolvingSymlinksInPathSSvp	Foundation
resolvingSymlinksInPath()	s:10Foundation3URLV23resolvingSymlinksInPathACyF	Foundation
resourcePath	s:10Foundation6BundleC12resourcePathSSSgvp	Foundation
resourceSpecifier	s:10Foundation5NSURLC17resourceSpecifierSSSgvp	Foundation
resourceURL	s:10Foundation6BundleC11resourceURLAA0D0VSgvp	Foundation
resourceUnavailable	s:10Foundation8URLErrorV19resourceUnavailableAC4CodeOvpZ	Foundation
resourceUnavailable	s:10Foundation8URLErrorV4CodeO19resourceUnavailableyA2EmF	Foundation
resourceValues(forKeys:)	s:10Foundation3URLV14resourceValues7forKeysAA011URLResourceD0VShyAA0G3KeyVG_tKF	Foundation
resourceValues(forKeys:)	s:10Foundation5NSURLC14resourceValues7forKeysSDyAA14URLResourceKeyVypGSayAGG_tKF	Foundation
resultType	s:10Foundation20NSTextCheckingResultC10resultTypeAC0cF0Vvp	Foundation
resume()	s:10Foundation7ProcessC6resumeSbyF	Foundation
resume()	s:10Foundation8ProgressC6resumeyyF	Foundation
resumingHandler	s:10Foundation8ProgressC15resumingHandleryycSgvp	Foundation
reverse	s:10Foundation18NSAttributedStringC18EnumerationOptionsV7reverseAEvpZ	Foundation
reverse	s:10Foundation20NSEnumerationOptionsV7reverseACvpZ	Foundation
reverse	s:10Foundation8NSStringC18EnumerationOptionsV7reverseAEvpZ	Foundation
reverseObjectEnumerator()	s:10Foundation12NSOrderedSetC23reverseObjectEnumeratorAA12NSEnumeratorCyF	Foundation
reverseObjectEnumerator()	s:10Foundation7NSArrayC23reverseObjectEnumeratorAA12NSEnumeratorCyF	Foundation
reversed	s:10Foundation12NSOrderedSetC8reversedACvp	Foundation
reversedSortDescriptor	s:10Foundation16NSSortDescriptorC012reversedSortC0ypvp	Foundation
revolutions	s:10Foundation9UnitAngleC11revolutionsACvpZ	Foundation
right	s:10Foundation12NSEdgeInsetsV5rightAA7CGFloatVvp	Foundation
rightToLeft	s:10Foundation8NSLocaleC17LanguageDirectionO11rightToLeftyA2EmF	Foundation
rint(_:)	s:10Foundation4rintyAA7CGFloatVADF	Foundation
rotate(byDegrees:)	s:10Foundation15AffineTransformV6rotate9byDegreesyAA7CGFloatV_tF	Foundation
rotate(byDegrees:)	s:10Foundation17NSAffineTransformC6rotate9byDegreesyAA7CGFloatV_tF	Foundation
rotate(byRadians:)	s:10Foundation15AffineTransformV6rotate9byRadiansyAA7CGFloatV_tF	Foundation
rotate(byRadians:)	s:10Foundation17NSAffineTransformC6rotate9byRadiansyAA7CGFloatV_tF	Foundation
round(_:)	s:10Foundation7CGFloatV5roundyys25FloatingPointRoundingRuleOF	Foundation
rounding(accordingToBehavior:)	s:10Foundation15NSDecimalNumberC8rounding19accordingToBehaviorAcA0bC9Behaviors_pSg_tF	Foundation
roundingBehavior	s:10Foundation15NumberFormatterC16roundingBehaviorAA09NSDecimalB7HandlerCvp	Foundation
